user_id,item_id,score
439,8949,0
491,14918,1
1331,5549,1
488,16388,1
130,13990,1
445,15831,0
88,13204,1
2210,7448,1
84,4004,0
428,10273,1
135,4667,1
442,92,1
438,1923,1
511,8126,1
471,4651,0
1018,15105,1
2822,7733,1
3833,13129,0
83,14143,1
111,1359,1
65,14582,0
133,2803,1
126,15508,1
487,3939,1
116,2970,1
2803,5997,0
2683,7873,1
481,14788,0
91,8368,0
2824,10043,1
82,15786,1
1015,1185,0
2181,5674,1
586,168,0
1054,15167,1
106,13787,0
59,13649,0
903,10349,0
447,5617,0
672,12006,1
426,13760,1
97,15403,1
488,6209,1
1539,3009,1
3405,9510,0
63,3981,1
114,4696,1
2099,8790,0
920,14895,1
733,5434,0
487,6211,1
465,13453,1
690,8805,0
4022,15082,1
2180,8279,1
2092,14459,1
1561,3006,1
524,246,0
73,8967,1
497,8256,1
138,12721,1
2412,12074,0
452,14972,1
6,6784,1
428,339,1
67,5247,1
104,8014,1
2012,5680,1
215,1175,1
51,11434,0
688,15678,0
1041,2206,1
436,13057,1
2288,5697,1
1050,14807,1
480,10744,0
124,2014,1
6,4159,1
2296,12184,1
746,8810,0
1916,6816,0
2205,11942,1
2279,6189,1
98,8207,0
672,14572,1
104,5128,1
3432,9397,1
2690,12983,0
2034,3987,0
103,3081,1
66,2715,0
1043,13380,0
1176,9228,1
472,8360,1
27,1146,1
150,7883,0
83,13473,1
3123,8804,0
2688,12121,1
2182,6660,1
126,14029,0
127,15808,1
107,7917,1
457,4332,1
2286,6419,1
123,9453,1
99,15473,0
955,12091,0
2036,15341,1
122,2485,0
2697,13124,1
2497,8126,1
1049,11186,1
483,3889,1
2358,12978,0
1015,11196,1
428,2021,1
99,4386,0
89,14283,0
84,2094,1
218,49,1
2027,5556,1
519,10141,1
295,2608,0
474,4828,0
74,12910,0
80,9675,0
428,11529,1
77,13953,0
493,10894,1
614,210,1
446,5849,1
1114,4160,1
902,14922,1
1885,11969,1
854,445,1
76,3974,1
2332,9286,1
144,13461,0
2279,5430,0
4113,15582,0
101,9100,1
114,15877,0
100,1941,1
1694,5808,0
834,7918,1
675,12199,1
10,14808,0
876,16506,0
50,4698,0
588,5520,0
428,14284,1
210,34,1
2292,11941,0
474,2471,1
75,4523,1
478,13656,0
480,12596,1
696,333,0
1400,8142,1
54,15894,1
1639,2979,1
307,3062,1
432,10842,0
1021,5510,1
2398,8339,0
91,14956,1
2985,12406,1
2779,6055,1
1854,16522,0
499,8220,1
507,14534,1
483,14046,1
2685,7532,0
29,1093,1
65,13511,1
3356,8243,1
1011,15578,1
2989,12795,1
37,587,1
1012,7399,1
2974,15336,0
3624,15663,1
9,10120,0
84,11780,1
456,15614,1
3621,16099,1
171,7655,1
92,14262,1
676,8152,1
105,14695,1
827,12331,1
93,8413,0
1051,2546,1
471,3075,0
14,12943,0
439,2995,1
500,3903,1
2321,12037,0
291,16708,1
431,13771,1
37,16546,1
485,15806,0
470,13713,1
699,375,0
606,5534,1
919,15538,1
1118,1444,1
3119,11910,1
152,16868,0
2328,13054,1
2034,3894,0
117,11840,1
1169,15279,1
2771,12025,0
82,11743,1
883,14612,0
106,8801,0
983,7447,1
50,7353,1
2227,13111,0
1050,13373,0
2775,6787,1
88,12412,1
226,2372,0
7,8103,1
147,1590,1
1241,10283,1
447,16270,1
2654,15720,1
2830,12025,0
4042,15306,1
74,16099,1
2221,5736,1
1022,15629,1
1042,13023,1
476,13963,1
2146,15008,0
425,4731,1
83,12522,1
2721,6563,1
487,14111,1
835,7441,1
120,2508,0
1340,3002,0
148,9391,0
1025,14839,0
16,10003,1
611,5477,0
2203,6063,1
59,8782,1
222,16695,1
3565,12663,0
1331,8402,0
285,3028,1
9,9670,0
2813,13281,0
1524,13399,0
105,14751,1
2555,8084,1
99,6103,0
6,7360,1
78,13446,1
623,5472,0
1561,2536,1
446,13571,1
84,13129,1
145,6293,1
101,13833,1
510,6477,1
104,7904,0
1192,8380,1
456,17579,0
1509,14522,1
672,11985,0
424,13997,1
490,8247,1
56,7811,1
1169,15137,1
603,9775,0
468,8075,1
956,14606,0
137,10247,1
687,10017,0
139,2513,1
2531,13065,1
2066,8049,0
8,6065,1
511,7859,1
836,8833,1
454,15277,1
613,8721,1
2057,4900,0
458,13545,1
868,12483,1
1036,5691,1
2155,11637,1
720,139,0
407,35,1
1020,15277,1
2985,12214,1
123,8321,1
100,36,1
114,14295,0
452,14996,1
48,7350,1
501,2065,1
99,15073,0
2608,5473,1
1410,14125,1
1014,14719,1
68,2508,0
93,15899,1
444,13771,1
901,16530,0
2010,4564,1
2813,12265,0
3613,15734,1
1043,7315,0
122,14893,1
667,7177,0
1868,15406,1
2398,5457,1
504,16551,1
2724,13002,1
457,1048,1
1587,2875,0
1925,5647,1
705,5494,1
481,15725,1
655,7183,1
95,17556,0
606,9714,0
2847,12204,1
2290,7178,1
1048,15271,1
124,3000,1
877,5774,1
900,12460,1
85,4058,1
91,7739,0
86,11206,1
64,14792,1
2845,7207,1
2186,6054,1
10,7665,1
75,16528,1
68,15033,1
2298,12158,1
2218,14636,1
78,1575,1
742,148,0
157,10037,1
1042,12137,0
471,2997,1
2377,15130,1
76,1297,1
2963,14582,0
982,7714,1
616,8777,0
3,6483,0
3202,8166,0
2280,9233,1
453,4133,0
754,8685,1
1045,7480,0
433,4394,0
877,8518,1
72,8318,0
83,479,1
108,7351,0
2253,8084,1
294,8829,1
162,8315,1
594,8634,0
460,2780,1
39,11931,0
1219,2496,0
448,9137,1
76,12546,1
471,8454,0
111,5586,1
2679,7382,1
1616,8254,1
485,1503,1
129,3937,1
833,11770,1
851,4978,0
125,14065,0
1043,2113,1
486,14127,1
2082,5243,0
2219,7763,1
3054,12141,0
2444,7595,1
519,7820,1
1210,2490,1
462,8785,0
2654,15473,1
432,14949,0
669,13002,0
278,15008,0
484,1332,0
1074,15207,1
2492,12181,1
1934,5499,1
114,12019,1
3060,11989,0
69,689,1
797,9165,0
3770,13069,1
2313,12802,1
2720,7897,0
70,7955,1
159,9192,1
1895,7405,1
540,9751,1
2377,12586,1
66,3991,1
1967,3760,1
439,5204,1
307,16680,1
686,8539,0
869,10070,1
76,15864,0
218,10254,0
1618,15329,0
758,10045,0
930,14034,1
3151,7481,1
3781,13027,1
2925,12683,1
1033,5958,1
448,12972,0
2710,5937,0
460,1325,1
456,15201,1
931,8677,0
807,281,1
801,10317,1
2859,7160,1
7,8657,0
2160,7395,1
1842,7772,0
46,16543,0
1411,15981,1
212,1260,0
128,4015,0
930,1582,1
504,12321,1
481,10708,1
1574,8267,1
509,7680,1
452,9089,1
2371,5631,1
1678,2969,1
3621,15760,1
62,14920,1
2634,11616,1
1052,2156,1
1338,8248,0
887,15359,1
62,3923,1
1986,5605,0
60,5001,1
1019,6124,1
1029,5488,0
42,7689,1
469,8110,1
494,5378,1
3015,10294,1
2195,14636,0
8,9099,1
1042,9920,0
126,13573,1
503,14865,1
472,8393,1
489,7477,1
448,15905,1
444,14787,1
4,12911,1
73,5425,1
494,7503,1
1099,14515,0
136,14577,1
202,2071,1
296,12338,1
448,7521,1
107,15784,0
1573,8337,0
439,5164,1
852,12151,1
595,5496,0
895,7426,1
447,6609,1
252,73,1
16,5579,1
1607,2886,1
855,15804,1
489,9458,1
1049,13401,0
993,1213,0
489,9461,1
80,13439,1
685,8539,1
469,13801,1
93,8683,0
3103,12032,1
661,10053,1
458,13486,1
1533,4992,0
2793,14722,0
548,16232,0
70,4381,0
719,5471,0
455,13945,1
50,14605,0
909,15387,1
49,15785,1
3603,15650,1
2973,15734,1
1398,8111,1
2174,8786,0
480,435,1
2098,7390,0
2202,15310,0
114,1005,1
890,16543,0
1,8782,1
123,10453,0
481,11435,1
123,12310,1
91,13803,1
534,315,0
470,110,0
446,14688,1
2178,14730,0
609,5575,0
12,8152,1
2278,12059,1
663,7047,0
460,1379,1
667,13009,1
868,12479,1
2327,14703,1
137,16529,1
813,1206,0
108,970,1
463,13027,0
6,9115,1
1915,9367,1
10,3937,0
730,5547,1
130,17398,1
1155,15209,1
2718,6415,1
486,2765,0
558,211,0
2870,11916,1
1353,8401,0
1014,5446,1
1186,13356,0
3399,9132,1
465,14116,1
1101,8147,0
109,15901,0
458,12063,1
1028,14513,1
511,12315,1
3360,15741,1
2507,7445,0
2277,12137,1
148,7682,1
61,14784,1
441,5496,0
2805,12114,0
67,9130,0
439,5133,1
3668,12057,1
2160,14856,0
482,15812,0
612,5478,1
2805,5954,0
2218,7775,0
1357,3044,0
731,293,0
554,1915,1
490,2476,1
893,8553,1
2296,12157,0
82,9720,1
486,4105,0
3558,10660,1
1572,7310,1
2279,6018,0
128,12343,1
451,7491,1
1053,1166,0
47,8138,1
2841,7486,1
1346,1424,0
113,8301,1
1123,4257,1
2846,11932,1
38,15839,1
6,14558,1
110,13790,1
2033,15043,0
496,10268,1
542,8712,0
81,9152,0
892,5773,1
510,8096,1
81,5265,1
483,16497,1
1721,3107,0
731,5515,1
520,12643,1
552,2002,1
2222,7500,1
2647,14723,1
1481,7517,0
83,13362,0
33,9185,0
2789,10453,1
222,10255,1
743,11500,1
1984,4316,0
1053,10051,0
491,14456,1
101,11372,0
893,11644,0
486,2056,1
590,5535,1
7,14809,1
429,9245,1
2504,11955,0
70,14967,1
473,5007,0
490,3962,1
466,1100,0
1514,17080,0
466,15278,1
1594,2894,0
2925,14543,0
42,2762,1
108,1354,1
2,17319,0
69,2517,0
99,11429,1
11,8787,1
2635,6527,0
1,7650,1
1,4376,0
9,3529,1
793,8848,1
2535,10978,0
94,15848,1
483,1470,0
458,12688,1
433,16533,1
2879,14498,0
891,8788,0
883,16521,0
1213,2489,0
460,4019,0
428,1672,0
105,2460,1
97,13555,1
757,5937,1
97,5015,1
1403,13555,1
2179,13150,1
442,9427,1
97,2983,1
2401,5603,0
2319,13093,0
496,12948,1
1048,12858,0
2775,8178,0
439,5224,0
12,664,0
1016,8029,0
432,3525,1
1428,14170,1
455,1428,1
196,2204,0
325,13,1
4020,14735,1
199,340,0
2557,6469,1
2305,11899,0
435,998,1
1119,5604,1
752,12605,1
768,175,1
2498,5657,1
73,5540,0
2705,14774,1
2346,6922,1
2631,6272,1
1202,2517,0
12,3864,0
90,12316,0
1100,12543,1
97,11428,0
1036,5469,1
490,8254,1
675,14568,1
874,8800,1
89,13683,0
2189,8279,1
50,1557,1
1069,16556,1
515,12397,0
1018,15613,1
481,4315,0
2000,4627,1
2560,5477,1
162,9336,1
275,8575,1
448,14722,1
95,15828,1
468,5985,0
6,2971,1
2772,12171,0
1115,11979,1
877,15719,0
2454,10035,0
1004,1469,1
775,146,0
982,12146,1
740,176,1
1451,16234,1
85,288,1
956,14446,0
105,13484,0
2001,10324,1
654,1939,1
38,8486,1
144,17435,1
1049,13138,0
136,11384,1
130,461,0
2453,10340,0
481,1436,0
120,2507,0
777,9494,0
115,7033,1
749,12118,1
3138,13033,1
159,9844,0
1023,5742,1
96,31,1
2276,7858,1
105,15862,0
2826,13117,1
60,15766,1
755,12552,1
1052,12875,0
2017,4617,1
606,11405,0
662,6509,0
461,8393,1
1007,7432,1
190,16472,0
504,16527,0
48,9572,1
8,6461,0
1102,2243,0
734,5510,1
613,5930,0
437,15831,1
2694,7820,1
85,17579,0
515,9296,1
3602,14907,0
2366,5626,1
424,2516,0
1023,1599,1
871,8143,1
491,11445,1
645,6470,1
455,16479,0
2976,15087,0
480,14734,1
101,8798,0
2685,12187,1
514,7772,0
68,2807,1
1331,8318,0
475,13016,1
37,5582,1
99,8359,0
929,3561,0
84,1936,1
439,1918,1
433,1312,0
10,7495,0
65,12360,1
2310,12908,0
88,192,1
81,209,1
1640,17235,1
492,9337,1
467,4915,1
586,336,1
88,8131,0
431,39,0
478,9215,1
2311,10077,0
39,9138,1
452,14705,1
443,1019,1
338,2627,1
535,5746,1
1066,2411,0
750,10056,1
1023,9136,1
645,9254,0
72,13199,1
1994,15239,0
1040,6136,0
60,3872,1
1176,1599,1
3183,12937,0
1053,2378,0
2341,8287,0
463,16094,0
2032,12294,1
466,14030,0
449,12488,1
480,9706,1
86,3859,1
2611,5625,1
192,9965,1
1215,13362,0
2357,10391,0
552,165,0
95,5484,1
112,1287,0
2414,13146,0
190,9559,1
2507,12216,0
113,14802,1
550,5588,1
87,3889,0
538,6243,1
2943,14585,0
1905,3519,1
503,1663,1
541,5499,1
933,4298,1
2457,5576,0
1017,14446,0
106,12464,1
440,517,1
77,14869,0
1017,15550,1
2133,5454,1
293,8795,0
91,8369,1
1481,2151,0
78,7791,1
425,8326,0
598,6563,0
1861,3631,1
2017,12664,1
303,105,0
482,5532,0
424,13453,1
62,1313,1
431,978,1
98,11430,1
448,13861,1
114,16464,1
2790,6032,1
3665,12323,0
1332,14958,0
676,8858,1
105,9143,1
59,5568,1
92,16258,1
3941,15242,0
91,13799,0
84,14259,1
2158,14975,0
498,13756,1
497,14709,1
446,14304,1
4000,14988,0
827,12334,1
450,4108,1
106,13876,0
2407,14461,0
1337,5526,0
511,10087,0
199,2014,0
435,11706,1
700,5687,1
88,8326,1
225,9054,0
483,4012,0
451,1933,1
1504,16545,1
879,6505,1
95,4304,0
440,3959,0
471,1015,1
440,1730,1
38,33,1
60,10256,1
75,10979,1
118,11438,1
94,1319,0
493,13441,1
611,9687,0
552,276,0
623,8786,0
84,12314,1
49,12441,1
910,744,1
1035,15012,0
449,15681,1
74,11440,1
99,14427,0
469,8254,1
1025,5737,1
689,315,0
1897,7464,0
112,9716,0
888,825,1
473,4657,1
118,12329,1
2947,11434,0
746,13118,1
84,10689,1
446,10689,1
439,303,1
2099,13531,0
137,1944,1
1890,5745,1
685,1582,1
773,9223,1
1117,9992,1
876,13126,0
223,1148,1
696,8776,1
72,11501,1
3609,11186,1
509,7751,0
854,4702,0
2581,5692,1
2291,7782,0
460,13365,0
2191,5519,1
126,15765,1
783,260,0
470,16375,1
1884,7383,1
1895,8263,1
536,2026,1
143,9250,1
448,11936,1
868,11920,1
2691,13053,1
504,11441,1
1583,2914,0
1238,8800,0
80,11509,1
2952,14614,0
462,11420,1
462,16259,1
683,2630,1
82,9097,1
64,3967,0
685,8524,1
1593,3058,1
168,1468,1
871,8055,1
46,10000,1
119,15112,1
659,1764,0
441,361,1
129,9440,1
1336,8413,0
1706,3032,0
450,13867,1
2727,7194,0
750,12333,1
472,12467,0
909,690,0
72,10263,1
2779,6464,1
2148,10383,1
684,1568,0
119,2102,1
3551,10537,1
667,2358,0
1341,12480,0
455,2971,1
901,8550,1
137,14512,0
1572,8499,1
113,5136,1
892,13062,1
204,8746,0
865,4996,1
1494,14979,1
470,3854,0
638,9735,0
144,13172,1
523,9874,1
2960,15493,0
450,14750,0
130,16464,0
105,9269,1
1443,14671,1
504,6493,1
927,14958,1
1046,14634,1
449,14026,0
840,12335,1
97,3007,1
920,14747,0
296,2616,0
739,5520,1
114,14899,1
468,6125,1
58,13165,0
2211,7859,1
2032,16199,1
2146,14613,0
453,4272,1
2773,6409,1
753,12174,0
2033,3989,1
486,15064,1
3065,7374,0
437,69,1
332,77,1
63,14074,1
497,12364,1
132,103,1
2722,12545,1
81,12363,1
646,9279,0
2012,5702,0
931,5465,1
1403,2095,0
2686,12910,1
490,1991,1
2034,14686,0
2221,14503,0
439,15159,1
925,15777,1
435,16243,1
474,15806,0
2486,12941,0
131,15008,0
473,510,0
93,1756,1
63,1509,1
454,15615,1
494,4915,0
490,13976,0
181,377,1
74,7526,1
219,4067,0
544,13078,1
500,10274,1
1175,7413,0
467,14054,1
917,13671,0
99,11440,1
2692,8297,1
125,7856,1
512,7877,1
67,8849,1
1174,6077,1
508,8058,1
471,4273,0
624,5748,0
513,9585,1
1188,13353,1
473,12330,0
659,1568,1
122,12396,1
47,15829,1
2133,6477,1
3049,8268,0
499,2569,1
2779,12165,0
487,1204,1
512,7504,1
504,15737,1
915,16473,1
2414,11942,0
1119,5663,0
105,8049,1
223,1995,0
674,11913,0
689,5513,1
72,4325,1
852,5612,1
1149,14927,0
955,14551,0
1876,3528,1
899,15727,1
521,9359,1
70,5474,1
437,15877,0
9,7680,1
10,5613,1
87,8255,1
436,152,1
616,8626,1
39,14384,0
655,10070,1
512,660,1
2212,12912,1
479,11442,1
1069,14865,1
1050,15647,1
158,9518,1
112,16286,0
218,16306,1
493,16234,1
115,2475,0
477,14216,1
479,16520,0
592,9762,0
505,12566,1
114,13462,0
1862,14707,1
63,15738,1
474,15734,1
900,12661,1
82,1915,1
2187,7729,0
1985,14493,1
501,7585,1
465,4034,1
99,1941,1
459,4341,1
2846,12123,0
426,7822,0
1240,17205,0
50,8851,1
1432,14155,1
2032,5539,0
11,11736,1
644,9160,1
672,6545,0
471,13015,1
1077,16509,1
102,1459,1
4038,15341,1
1986,4306,1
438,12589,1
159,10008,0
114,5158,1
3,12316,0
432,13977,1
1007,9135,1
508,9143,1
432,1240,1
273,2128,1
50,1939,1
50,8138,1
523,9908,1
1232,10044,0
135,4340,1
463,6197,0
307,3106,1
405,6,1
102,7995,1
1412,16244,1
429,16540,0
2289,12080,1
42,6865,1
1121,7780,0
1993,3651,1
2768,6609,1
1079,15086,1
1328,13358,0
1546,13426,0
76,8943,1
2941,14567,0
475,7910,1
1048,6136,0
2720,7862,0
3165,13013,1
1,156,1
1025,14985,1
81,7900,0
1275,15694,1
57,14236,1
457,8306,1
433,16524,1
747,7201,1
300,12347,1
427,4734,1
610,6571,1
20,7654,1
134,14710,0
512,7822,1
91,15515,1
86,12367,1
2769,12168,1
1189,2511,0
2974,15338,1
1025,1517,1
629,8847,0
2305,6575,1
452,13473,1
757,5694,1
1191,13357,1
2028,16585,0
830,8834,1
59,1702,0
1020,8159,1
457,12015,1
100,7712,1
107,15592,1
916,15256,1
2296,7464,0
726,5482,0
488,764,1
669,8517,1
2701,6742,1
2158,7895,1
495,2836,0
126,11442,1
957,10350,1
106,17576,1
162,7675,1
56,11733,1
487,7998,1
435,14269,1
480,1061,1
2690,7828,1
50,14417,1
1494,16464,0
299,2863,1
957,14345,1
52,8087,0
87,3853,1
479,15737,1
2676,14539,1
931,14592,1
67,7978,1
3545,12101,1
200,5492,1
916,15586,1
2155,8184,0
2952,12652,1
893,10302,1
3360,15792,1
789,8127,1
597,5586,1
1070,10374,1
1139,2480,1
446,14263,1
478,8319,1
55,6496,1
46,10020,1
671,6659,1
900,10395,1
672,173,0
66,2469,0
496,12928,1
467,5120,0
103,8832,1
791,146,0
138,7921,1
64,4012,1
1921,14155,1
3822,13049,1
441,8407,0
2683,11635,0
503,6510,1
63,4398,0
447,13725,1
856,5718,0
902,7527,0
2315,5616,0
481,4835,1
782,8818,0
2398,8258,1
334,465,1
1123,12671,1
665,9158,1
452,2494,1
80,17569,1
2723,12966,1
493,14039,1
866,14855,1
456,1486,1
440,15845,1
91,15401,1
469,4438,1
128,8253,1
931,14519,0
2794,11919,1
558,6341,1
1022,15211,1
496,3527,1
468,241,0
180,7693,1
33,14518,1
643,7076,1
52,9128,1
605,6570,1
1111,5224,0
519,2986,1
62,4149,1
493,16507,1
583,8712,0
81,13535,0
428,5214,1
73,2953,1
222,3143,1
3787,13004,0
2284,7132,1
616,5565,0
934,2433,0
56,14692,1
511,12329,0
2238,5627,0
1872,3695,0
464,16501,0
134,17516,1
112,14710,0
512,12336,0
3182,7873,1
174,1459,1
513,12314,1
136,13561,1
12,445,0
3556,10629,1
4053,15644,1
2328,5529,0
108,1996,1
2250,5538,1
440,16232,0
2360,5618,1
886,15227,1
3004,12410,0
119,14803,1
1321,14705,0
753,12534,0
2940,14357,1
532,135,1
2966,14837,1
1361,3032,0
43,10014,1
119,6263,1
881,6286,0
125,9043,1
1025,14858,1
2551,6508,1
2368,6136,0
112,8306,0
135,15909,1
885,10405,1
2066,9351,0
101,1567,1
43,19,1
2623,5804,1
658,7637,0
827,12336,1
444,11757,1
76,13018,0
753,11950,0
291,16696,1
226,9238,0
694,5547,1
931,17153,1
1130,6486,1
3585,15851,1
3185,12329,0
481,8739,0
2965,14750,1
2075,8252,1
119,8320,1
674,8046,1
912,624,0
489,3082,1
1695,3547,1
2584,5610,0
903,10373,1
514,7677,1
194,5292,1
822,12197,1
115,7797,1
2693,13074,1
92,2995,1
285,2925,1
55,13989,0
1322,5605,0
49,8093,0
2966,11898,1
85,271,1
97,8245,0
956,11323,0
637,5566,1
91,11335,0
2008,7867,0
124,12318,1
505,11433,0
3362,11442,0
921,14503,0
1020,17523,1
501,16101,1
621,6342,0
464,11462,0
117,5443,1
626,11301,0
112,4400,1
2210,7507,1
2295,14425,1
80,5161,1
594,5557,1
513,12456,1
51,3942,1
1481,12947,1
453,1948,1
112,2507,0
69,15032,1
87,3679,1
122,41,1
80,8326,1
971,15850,1
500,3990,1
2696,5917,1
741,5430,0
513,12069,1
466,5074,0
104,8795,0
493,14849,1
227,2231,0
446,10271,1
113,14106,1
93,15597,1
428,8921,0
83,15908,1
2174,14677,1
101,3862,1
116,15075,1
84,6409,1
3183,7814,1
90,9,0
2296,12042,1
104,9269,1
151,7365,1
784,9286,1
2100,4688,1
80,7762,0
73,15833,1
2931,12314,1
83,3611,0
495,11184,0
298,980,1
495,9247,1
740,192,0
1024,17518,1
126,2485,0
512,12641,0
60,1259,0
489,3973,1
750,9024,0
2685,7470,1
296,16864,0
66,2068,1
2813,12955,0
991,3650,1
594,9701,0
493,3013,1
443,5041,1
1163,14760,1
891,15326,1
10,4987,1
2622,5636,1
505,16470,0
463,9089,1
1494,16488,0
94,4934,1
497,11443,1
445,3044,1
933,4379,0
1053,2744,0
2194,7747,1
54,8132,1
664,176,0
1244,12467,1
112,13990,1
589,8659,0
1144,15035,1
106,13858,0
1152,2975,1
461,14679,1
716,1082,1
3427,9211,1
2455,7407,1
601,6003,1
121,1921,1
218,10261,0
93,10327,1
502,13454,1
83,2332,0
138,1116,1
95,1232,1
168,9120,1
52,4677,1
1570,7400,1
116,14761,0
3800,13002,0
502,2048,1
2535,11104,0
513,7349,1
106,8646,0
3064,15554,1
23,1127,1
93,4066,1
51,11770,1
1572,3623,0
46,10046,1
1842,3973,0
2712,10868,1
2156,12382,1
743,4184,0
51,13701,0
170,8338,0
1010,9269,1
1615,5433,0
3407,9128,0
730,8831,0
1937,14957,1
438,6260,1
49,15858,1
123,6285,1
658,2170,1
782,6088,1
502,7990,1
493,14036,1
871,6480,0
151,5625,1
2460,11918,1
2943,14990,0
299,10265,0
112,16528,1
497,7797,0
879,8803,0
144,7343,1
440,2008,0
503,2978,1
888,14944,0
202,1197,0
510,14223,1
55,1461,1
3555,10521,1
441,4507,0
920,14534,1
503,16283,1
430,4373,1
2722,8614,1
668,2366,0
481,2508,0
37,11941,1
434,11390,0
8,6924,1
103,4742,1
871,7387,1
1529,15208,1
93,61,0
2374,15814,1
75,1314,1
87,6,0
2284,8178,1
109,9640,0
3968,14534,0
3426,9219,0
119,7487,1
311,7862,0
598,351,0
61,13910,1
112,14740,1
114,481,1
1919,15171,0
595,289,0
2770,12071,0
1009,7417,1
434,221,1
195,1942,0
445,2819,1
291,3100,1
884,14575,0
134,11430,1
1014,15099,1
2278,11906,1
2247,5582,0
7,11724,1
70,3699,1
425,15801,1
492,105,1
2930,12058,1
834,12335,1
467,16416,1
496,14659,0
731,5630,0
1118,12036,1
51,2954,1
2177,10313,1
1169,14809,1
230,2790,1
2725,7470,1
133,5885,1
159,8531,1
452,1042,1
65,8360,1
3498,10247,0
1048,5998,0
2968,14907,0
113,15806,0
117,29,0
171,1912,1
1435,8107,1
913,1465,1
485,4021,1
274,2515,1
2826,6470,1
933,9017,1
88,486,1
670,184,0
1062,14710,0
2939,7428,1
868,7708,1
490,14592,1
1358,11067,0
788,9091,1
162,9377,1
879,14585,0
492,5530,0
2851,7206,0
1743,3016,0
721,2025,0
80,8998,1
480,2776,1
1915,9272,1
540,6643,0
687,10064,0
1192,13428,1
89,16471,1
593,5522,1
888,10301,1
2695,12481,1
1618,2976,1
576,251,0
2226,10181,1
2975,15201,0
433,17465,0
659,5398,1
2695,12110,1
1064,16511,0
2852,7138,1
102,5928,1
1551,5207,0
83,8713,0
142,9125,1
984,8044,1
851,8464,0
872,15040,0
57,4735,1
2936,15310,0
932,8191,0
596,234,1
52,14329,1
481,14281,0
49,9144,0
83,6018,0
1368,12037,1
2054,15343,0
1857,11444,0
88,9246,0
462,15511,0
117,14873,0
866,15931,1
110,5119,1
435,1996,0
307,8795,0
484,14218,1
467,4039,0
909,16479,0
542,5463,0
134,7966,1
918,15649,0
2305,7832,1
639,6579,0
51,3929,0
515,15800,1
496,1329,0
3362,15530,1
458,2008,1
