item_id,knowledge_code
12586,[82]
3991,[21]
3760,[20]
5204,[30]
16680,[113]
8539,[47]
10070,[54]
15864,[100]
10254,[56]
15329,[99]
10045,[54]
14034,[93]
7481,[39]
13027,[83]
12683,[82]
5958,"[33, 34]"
12972,[83]
5937,[33]
1325,"[6, 11]"
15201,[99]
8677,[48]
281,"[2, 32, 50]"
10317,[57]
7160,[35]
8657,[48]
7395,"[38, 56]"
7772,[42]
16543,[107]
15981,[100]
1260,"[6, 9]"
4015,[21]
1582,"[7, 11]"
12321,[81]
10708,[58]
8267,"[46, 56]"
7680,"[40, 47]"
9089,[50]
5631,[31]
2969,[15]
15760,[100]
14920,[99]
11616,[71]
2156,[9]
8248,"[46, 59]"
15359,[99]
3923,[21]
5605,[31]
5001,[30]
6124,[33]
5488,[31]
7689,"[40, 47]"
8110,[45]
5378,[30]
10294,[57]
9099,[50]
9920,[53]
13573,[89]
14865,[99]
8393,"[46, 59]"
7477,[39]
15905,[100]
14787,[99]
12911,[83]
5425,[31]
7503,[39]
14515,[98]
14577,[98]
2071,[8]
7521,[39]
15784,[100]
8337,"[46, 56]"
5164,[30]
12151,[80]
5496,"[31, 31]"
7426,"[38, 56]"
6609,[34]
73,"[1, 12]"
5579,[31]
2886,[14]
15804,[100]
9458,[50]
13401,[86]
9461,[50]
13439,[87]
13801,[90]
12032,[80]
10053,[54]
13486,[87]
4992,[30]
14722,[99]
16232,[102]
4381,"[24, 30]"
5471,[31]
13945,[92]
14605,[98]
15387,[99]
15785,[100]
15650,[99]
8111,[45]
8786,[49]
435,[3]
7390,[38]
15310,[99]
1005,[5]
10453,[57]
11435,[64]
12310,[81]
13803,[90]
315,"[2, 25, 45]"
110,"[1, 12]"
14688,[99]
14730,[99]
5575,[31]
12059,[80]
7047,"[35, 36, 47]"
1379,"[7, 11]"
13009,[83]
12479,[82]
14703,[99]
16529,[107]
1206,"[6, 10]"
970,[5]
9115,[50]
9367,[50]
5547,[31]
17398,[120]
15209,[99]
6415,[33]
2765,[14]
211,"[2, 25, 32, 49]"
11916,[80]
8401,"[46, 59]"
5446,[31]
13356,[84]
9132,[50]
14116,[95]
15901,[100]
12063,[80]
14513,[98]
12315,"[81, 81]"
15741,[100]
7445,[39]
7682,"[40, 47]"
14784,[99]
5496,[31]
12114,[80]
9130,[50]
5133,[30]
12057,[80]
14856,[99]
15812,[100]
5478,[31]
5954,[33]
7775,[42]
3044,[15]
293,"[2, 45]"
1915,[8]
2476,"[13, 14]"
8553,[47]
12157,[80]
9720,[52]
4105,[21]
10660,[57]
7310,[37]
6018,[33]
12343,[81]
7491,[39]
1166,"[6, 11]"
8138,[45]
7486,[39]
1424,"[7, 9]"
4257,"[23, 44]"
11932,[80]
15839,[100]
14558,[98]
13790,[90]
15043,[99]
10268,[56]
8712,[48]
5773,[31]
8096,[45]
5265,[30]
16497,[107]
3107,[15]
5515,[31]
12643,[82]
2002,"[8, 45]"
7500,[39]
14723,[99]
7517,[39]
13362,[84]
9185,[50]
10255,"[56, 56]"
11500,[68]
4316,"[23, 81]"
10051,[54]
14456,[97]
11372,[61]
11644,[71]
2056,"[8, 45]"
5535,[31]
14809,[99]
9245,[50]
11955,[80]
14967,[99]
5007,[30]
3962,[21]
1100,"[6, 9]"
17080,[119]
15278,[99]
2894,[14]
14543,[98]
2762,[14]
1354,"[6, 10]"
17319,[120]
2517,"[13, 14]"
11429,[64]
8787,[49]
6527,[34]
7650,"[40, 47]"
4376,"[24, 30]"
3529,[18]
8848,[49]
10978,"[59, 105]"
15848,[100]
1470,"[7, 10]"
12688,[82]
16533,[107]
14498,[97]
8788,[49]
16521,[107]
2489,"[13, 14]"
4019,[21]
1672,"[7, 38]"
2460,"[13, 14]"
13555,[88]
13150,[83]
9427,[50]
2983,[15]
13093,[83]
12948,[83]
12858,[82]
8178,[45]
5224,"[30, 50]"
664,"[4, 122]"
8029,[45]
3525,[18]
14170,[95]
1428,"[7, 10]"
2204,[9]
13,"[1, 10]"
14735,[99]
340,"[2, 32, 50]"
6469,[34]
11899,[80]
998,[5]
5604,[31]
12605,[82]
175,"[2, 45]"
5657,[31]
5540,[31]
14774,[99]
6922,[35]
6272,"[33, 34]"
3864,[21]
12316,[81]
12543,[82]
11428,[64]
5469,[31]
14568,[98]
8800,[49]
13683,[90]
1557,"[7, 11]"
16556,[107]
12397,[82]
15613,[99]
4315,[23]
4627,[27]
9336,[50]
8575,[47]
15828,[100]
5985,[33]
2971,[15]
12171,[80]
11979,[80]
15719,[100]
10035,[54]
1469,"[7, 10]"
146,"[2, 45]"
12146,[80]
176,"[2, 45]"
16234,[102]
288,"[2, 25, 32]"
14446,[97]
13484,[87]
10324,[57]
8486,[47]
17435,[120]
13138,[83]
11384,[61]
461,[3]
1436,"[7, 10]"
2507,"[13, 14]"
9494,[50]
7033,[35]
12118,[80]
13033,[83]
9844,[53]
5742,[31]
31,"[1, 10]"
7858,[43]
15862,[100]
13117,[83]
15766,[100]
12552,[82]
12875,[82]
4617,[26]
11405,[61]
6509,[34]
7432,"[38, 56]"
16472,[107]
16527,[107]
9572,[51]
6461,[34]
2243,[10]
5930,[33]
9296,[50]
14907,[99]
5626,[31]
2516,"[13, 14]"
1599,"[7, 15]"
8143,[45]
11445,[67]
6470,[34]
16479,[107]
15087,[99]
14734,[99]
8798,[49]
12187,[80]
2807,[14]
13016,[83]
5582,[31]
8359,"[46, 46, 46, 59, 59, 59]"
3561,[19]
1936,"[8, 45]"
1918,"[8, 45]"
1312,"[6, 9]"
7495,[39]
12360,[81]
12908,[83]
192,"[2, 45]"
209,"[2, 45]"
17235,[119]
9337,[50]
4915,[28]
336,"[2, 25, 32, 49]"
8131,[45]
39,"[1, 10]"
9215,[50]
10077,[54]
9138,[50]
1019,[5]
2627,[13]
5746,[31]
2411,[12]
10056,[54]
9136,[50]
9254,[50]
13199,[83]
15239,[99]
6136,[33]
3872,[21]
12937,[83]
2378,[12]
8287,"[46, 56]"
16094,[100]
12294,[80]
14030,[93]
12488,[82]
9706,[52]
3859,[21]
5625,[31]
9965,[53]
10391,[57]
165,"[2, 32, 50]"
5484,[31]
1287,"[6, 9]"
13146,[83]
9559,[51]
12216,[80]
14802,[99]
5588,[31]
6243,[33]
14585,[98]
3519,[18]
1663,"[7, 41]"
4298,[23]
5576,[31]
12464,[82]
517,[3]
14869,[99]
15550,[99]
5454,[31]
8795,[49]
8369,"[46, 59]"
2151,[9]
7791,[43]
8326,"[46, 59]"
3631,[19]
12664,[82]
105,"[1, 12]"
5532,[31]
1313,"[6, 9]"
978,[5]
11430,[64]
13861,[90]
16464,[107]
6032,[33]
12323,[81]
14958,[99]
8858,[49]
9143,[50]
5568,[31]
16258,[104]
15242,[99]
13799,[90]
14259,[96]
14975,[99]
13756,[90]
14709,[99]
14304,[96]
14988,[99]
12334,[81]
4108,[21]
13876,[90]
14461,[97]
5526,[31]
10087,[54]
11706,[79]
5687,[31]
9054,[49]
4012,[21]
1933,"[8, 45]"
16545,[107]
6505,[34]
4304,"[23, 81]"
3959,[21]
1015,[5]
1730,"[7, 38]"
33,"[1, 10]"
10256,[56]
10979,"[59, 105]"
1319,"[6, 9]"
13441,[87]
9687,[52]
276,"[2, 45]"
12314,"[81, 81]"
12441,[82]
744,"[4, 122]"
15012,[99]
15681,[99]
11440,[64]
14427,[97]
5737,[31]
7464,[39]
9716,[52]
825,"[4, 122]"
4657,[27]
12329,[81]
13118,[83]
10689,[58]
303,"[2, 45]"
13531,[87]
1944,"[8, 45]"
5745,[31]
9223,[50]
9992,[54]
13126,[83]
1148,"[6, 11]"
8776,[49]
11501,[68]
7751,[42]
4702,[27]
5692,[31]
13365,[84]
5519,[31]
15765,[100]
260,"[2, 25, 45]"
16375,[105]
7383,"[38, 56]"
8263,"[46, 56]"
2026,[8]
11936,[80]
11920,[80]
13053,[83]
11441,[64]
2914,[14]
11509,[68]
14614,[98]
11420,"[62, 63, 67]"
16259,[104]
2630,[13]
9097,[50]
3967,[21]
8524,[47]
3058,[15]
1468,"[7, 10]"
8055,[45]
10000,[54]
15112,[99]
1764,"[7, 38]"
9440,[50]
3032,[15]
13867,[90]
7194,[35]
12333,[81]
12467,[82]
690,"[4, 122]"
10263,[56]
6464,[34]
10383,[57]
1568,"[7, 10]"
2102,[8]
10537,[57]
2358,[10]
12480,[82]
8550,[47]
14512,[98]
8499,[47]
5136,[30]
13062,[83]
8746,[48]
4996,[30]
14979,[99]
3854,[21]
9735,[52]
13172,[83]
9874,[53]
15493,[99]
9269,[50]
14671,[98]
6493,[34]
14634,[98]
14026,[93]
12335,[81]
3007,[15]
14747,[99]
2616,[13]
14899,[99]
6125,[33]
13165,[83]
16199,[101]
14613,[98]
4272,"[23, 81]"
6409,[33]
3989,[21]
15064,[99]
7374,"[38, 56]"
69,"[1, 12]"
77,"[1, 10]"
14074,[94]
12364,[81]
103,"[1, 12]"
12545,[82]
12363,[81]
9279,[50]
5702,[31]
5465,[31]
2095,[8]
1991,[8]
14686,[99]
14503,[98]
15159,[99]
15777,[100]
16243,[102]
12941,[83]
510,[3]
1756,"[7, 38]"
1509,"[7, 9]"
15615,[99]
13976,[93]
377,"[2, 45]"
7526,[39]
4067,[21]
13078,[83]
10274,[56]
7413,"[38, 56]"
14054,[94]
13671,[90]
8297,"[46, 56]"
7856,[43]
7877,[43]
8849,[49]
6077,"[33, 34]"
8058,[45]
4273,"[23, 81]"
5748,[31]
9585,[51]
13353,[84]
12330,[81]
12396,[82]
8268,"[46, 56]"
2569,[13]
12165,[80]
1204,"[6, 10]"
7504,[39]
15737,[100]
16473,[107]
5663,[31]
1995,"[8, 45]"
11913,[80]
5513,[31]
4325,"[23, 81]"
5612,[31]
14927,[99]
14551,[98]
3528,[18]
15727,[100]
9359,[50]
5474,[31]
15877,[100]
5613,[31]
8255,"[46, 59]"
152,"[2, 32, 50]"
8626,[48]
14384,[97]
660,"[4, 122]"
12912,[83]
11442,[64]
15647,[99]
9518,[50]
16286,[104]
16306,[104]
2475,"[13, 14]"
14216,[96]
16520,[107]
9762,[52]
12566,[82]
13462,[87]
14707,[99]
15738,[100]
12661,[82]
7729,[42]
14493,[97]
7585,[39]
4034,[21]
4341,"[23, 81]"
12123,[80]
7822,[43]
17205,[119]
8851,[49]
14155,[95]
5539,[31]
11736,[79]
9160,[50]
6545,[34]
13015,[83]
16509,[107]
1459,"[7, 11]"
4306,"[23, 81]"
12589,[82]
10008,[54]
5158,[30]
9135,[50]
1240,"[6, 12]"
2128,[8]
9908,[53]
10044,[54]
4340,"[23, 81]"
6197,"[33, 34]"
3106,[15]
6,"[1, 12]"
7995,[43]
16244,[102]
16540,[107]
12080,[80]
6865,"[35, 36, 47]"
7780,[42]
3651,[19]
15086,[99]
13358,[84]
13426,[86]
8943,[49]
14567,[98]
7910,[43]
7862,[43]
13013,[83]
156,"[2, 45]"
14985,[99]
7900,[43]
15694,[99]
14236,[96]
16524,[107]
7201,[35]
12347,[81]
4734,[27]
6571,[34]
7654,"[40, 47]"
14710,[99]
15515,[99]
12367,[81]
12168,[80]
2511,"[13, 14]"
15338,[99]
1517,"[7, 41]"
8847,[49]
6575,[34]
5694,[31]
13357,[84]
16585,[109]
8834,[49]
1702,"[7, 38]"
8159,[45]
12015,[80]
7712,[42]
15592,[99]
15256,[99]
5482,[31]
764,"[4, 122]"
8517,[47]
6742,[34]
7895,[43]
2836,[14]
10350,[57]
17576,[120]
7675,"[40, 47]"
11733,[79]
7998,[43]
14269,[96]
1061,[5]
7828,[43]
14417,[97]
2863,"[14, 14]"
14345,[97]
8087,[45]
3853,[21]
14539,[98]
14592,[98]
7978,[43]
12101,[80]
5492,[31]
15586,[99]
8184,[45]
12652,[82]
10302,[57]
15792,[100]
8127,[45]
10374,[57]
2480,"[13, 14]"
14263,[96]
8319,"[46, 46, 59, 59]"
6496,[34]
10020,[54]
6659,[34]
10395,[57]
173,"[2, 45]"
12928,[83]
5120,[30]
8832,[49]
7921,[43]
13049,[83]
8407,"[46, 59]"
11635,[71]
6510,[34]
4398,"[24, 30]"
13725,[90]
5718,[31]
7527,[39]
4835,[27]
8818,[49]
8258,"[46, 56]"
465,[3]
12671,[82]
9158,[50]
2494,"[13, 14]"
17569,[120]
12966,[83]
14039,[93]
14855,[99]
1486,"[7, 10]"
15845,[100]
15401,[99]
4438,[26]
8253,"[46, 59]"
14519,[98]
11919,[80]
6341,[33]
15211,[99]
3527,[18]
241,"[2, 32, 50]"
7693,"[40, 47]"
14518,[98]
7076,[35]
9128,[50]
6570,[34]
2986,[15]
4149,[22]
16507,[107]
13535,[87]
5214,[30]
2953,[15]
3143,[15]
13004,[83]
7132,[35]
5565,[31]
2433,[12]
14692,[99]
5627,[31]
3695,[19]
16501,[107]
17516,[120]
12336,[81]
12314,[81]
13561,[89]
10629,[57]
15644,[99]
5529,[31]
1996,"[8, 45]"
5538,[31]
5618,[31]
15227,[99]
12410,[82]
14803,[99]
12534,[82]
14357,[97]
135,"[2, 25, 45]"
14837,[99]
10014,[54]
6263,"[33, 34]"
9043,[49]
14858,[99]
6508,[34]
8306,"[46, 46, 59, 59]"
15909,[100]
10405,[57]
9351,[50]
1567,"[7, 10]"
19,"[1, 12]"
5804,[31]
7637,"[40, 47]"
11757,[79]
13018,[83]
11950,[80]
16696,[113]
9238,[50]
17153,[119]
6486,[34]
15851,[100]
8739,[48]
8252,"[46, 59]"
8320,"[46, 59]"
8046,[45]
624,"[4, 122]"
3082,[15]
3547,[18]
5610,[31]
10373,[57]
7677,"[40, 47]"
5292,[30]
12197,[80]
7797,[43]
13074,[83]
2925,[14]
13989,[93]
8093,[45]
11898,[80]
271,"[2, 32, 50]"
8245,"[46, 59]"
11323,[61]
5566,[31]
11335,[61]
7867,[43]
12318,[81]
11433,[64]
17523,[120]
16101,[100]
11462,[67]
5443,[31]
11301,[61]
4400,"[24, 30]"
7507,[39]
14425,[97]
5161,[30]
5557,"[31, 31]"
12456,[82]
3942,[21]
12947,[83]
1948,[8]
15032,[99]
3679,[19]
41,"[1, 1, 10, 10]"
15850,[100]
3990,[21]
5917,[33]
12069,[80]
5074,[30]
14849,[99]
2231,[10]
10271,[56]
14106,[94]
15597,[99]
8921,[49]
15908,[100]
14677,[99]
3862,[21]
15075,[99]
7814,[43]
9,"[1, 12]"
12042,[80]
7365,[38]
4688,[27]
7762,[42]
3611,[19]
11184,[60]
980,[5]
9247,[50]
17518,[120]
12641,[82]
1259,"[6, 9]"
3973,[21]
9024,[49]
7470,[39]
16864,[115]
2068,[8]
12955,[83]
3650,[19]
9701,[52]
3013,[15]
5041,[30]
14760,[99]
15326,[99]
4987,[30]
5636,[31]
16470,[107]
16488,[107]
4934,[28]
11443,[64]
4379,"[24, 30]"
2744,[14]
7747,[42]
8132,[45]
8659,[48]
15035,[99]
13858,[90]
2975,[15]
14679,[99]
1082,[5]
9211,[50]
7407,"[38, 56]"
6003,[33]
1921,"[8, 45]"
10261,[56]
10327,[57]
13454,[87]
2332,[10]
1116,"[6, 11]"
1232,"[6, 12]"
9120,[50]
4677,[27]
7400,[38]
14761,[99]
2048,"[8, 45]"
11104,"[59, 105]"
7349,[38]
8646,[48]
15554,[99]
1127,"[6, 10]"
4066,[21]
3623,[19]
10046,[54]
10868,[59]
12382,[82]
4184,"[23, 52]"
13701,[90]
8338,"[46, 56]"
5433,[31]
8831,[49]
14957,[99]
6260,"[33, 34]"
15858,[100]
6285,"[33, 34]"
2170,[9]
6088,[33]
7990,[43]
14036,[93]
6480,[34]
11918,[80]
14990,[99]
10265,[56]
8803,[49]
7343,[38]
2008,[8]
2978,[15]
1197,"[6, 11]"
14223,[96]
1461,"[7, 11]"
10521,[57]
4507,[26]
16283,[104]
4373,"[24, 30]"
8614,[47]
2366,[10]
11390,[61]
6924,"[35, 36, 47]"
4742,[27]
7387,[38]
15208,[99]
61,"[1, 10]"
15814,[100]
1314,"[6, 12]"
9640,[52]
9219,[50]
7487,[39]
351,"[2, 25, 45]"
13910,[91]
14740,[99]
481,[3]
15171,[99]
289,"[2, 25, 45]"
12071,[80]
7417,"[38, 56]"
221,"[2, 25, 45]"
1942,"[8, 45]"
2819,[14]
3100,[15]
15099,[99]
11906,[80]
11724,[79]
3699,[19]
15801,[100]
12058,[80]
16416,[105]
14659,[98]
5630,[31]
12036,[80]
2954,[15]
10313,[57]
2790,[14]
5885,[31]
8531,[47]
1042,[5]
5998,[33]
29,"[1, 10]"
1912,[8]
8107,[45]
1465,"[7, 9]"
4021,[21]
2515,"[13, 14]"
9017,[49]
486,[3]
184,"[2, 45]"
7428,"[38, 56]"
7708,"[42, 42]"
11067,[59]
9091,[50]
9377,[50]
5530,[31]
7206,[35]
3016,[15]
2025,[8]
8998,[49]
2776,[14]
9272,[50]
6643,[34]
10064,[54]
13428,[86]
16471,[107]
5522,[31]
10301,[57]
12481,[82]
2976,[15]
251,"[2, 25, 32, 49]"
10181,[55]
17465,[120]
5398,[30]
12110,[80]
16511,[107]
7138,[35]
5928,[33]
5207,[30]
8713,[48]
9125,[50]
8044,[45]
8464,"[46, 56]"
15040,[99]
4735,[27]
8191,[45]
234,"[2, 25, 45]"
14329,[97]
14281,[96]
9144,[50]
15343,[99]
11444,[66]
9246,[50]
15511,[99]
14873,[99]
15931,[100]
5119,[30]
14218,[96]
4039,[21]
5463,[31]
7966,[43]
15649,[99]
7832,[43]
6579,[34]
3929,[21]
15800,[100]
1329,"[6, 11]"
15530,[99]
6488,[34]
12570,[82]
1360,"[6, 6, 11, 11]"
8280,"[46, 56]"
9267,[50]
12742,[82]
13584,[89]
2132,[9]
4664,[27]
8796,[49]
1399,"[7, 66]"
8249,"[46, 46, 59, 59]"
11967,[80]
12324,[81]
15881,[100]
8660,[48]
7902,[43]
3095,[15]
4077,[21]
6687,[34]
1269,"[6, 11]"
10006,[54]
8041,[45]
3896,[21]
3157,[15]
10214,[56]
17345,[120]
